Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},339.5210266113301,324.51672363279556,284.61123657224806,254.90179443359168,354.13992309570125,200.01387023927452,409.16848754884506,269.5881652832051,7861.215846310442,51.734874549662095
{2},339.37536621093795,323.86785888671403,283.38565063476153,255.14791870117148,352.03540039062455,199.24720764160608,408.1806335449245,267.91629028320335,7856.840031517037,50.82850162812002
{3},339.1286010742209,323.2616882323971,282.159301757788,255.40927124023227,349.8804626464821,198.38136291506532,407.03155517580655,266.2059631347678,7855.086083319395,49.982977402718404
{4},339.1286010742209,323.2616882323971,282.159301757788,255.40927124023227,349.8804626464821,198.38136291506532,407.03155517580655,266.2059631347678,7855.086083319395,49.982977402718404
{5},339.0765991210936,322.6629943847684,280.9508972168,255.7392272949221,347.77059936523443,197.6686859130844,405.88604736327864,264.4989318847654,7846.169785103906,49.024508912240776
{6},338.7940673828128,322.03421020507415,279.79608154296665,256.00775146484364,345.7487182617184,196.98262023926225,404.7895202636743,262.9400939941408,7839.420134691514,48.21759808129116
{7},338.7940673828128,322.03421020507415,279.79608154296665,256.00775146484364,345.7487182617184,196.98262023926225,404.7895202636743,262.9400939941408,7839.420134691514,48.21759808129116
{8},338.6396789550773,321.4812622070518,278.6286315918189,256.4045410156259,343.63339233398534,196.40034484861133,403.69616699216647,261.41741943359284,7834.297468828649,47.319037458494904
{9},338.3905944824214,320.893249511735,277.4938659668128,256.6636047363285,341.59698486328165,195.72932434080573,402.5861206054526,259.86999511718716,7833.659269164033,46.52579258046285
{10},338.3905944824214,320.893249511735,277.4938659668128,256.6636047363285,341.59698486328165,195.72932434080573,402.5861206054526,259.86999511718716,7833.659269164033,46.52579258046285
{11},338.4167785644532,320.2338256835818,276.27322387694005,257.12463378906244,339.6534729003905,195.25875854493316,401.507598876965,258.38272094726574,7826.365146478762,45.44171359035249
{12},338.19577026367193,319.30871582032063,274.87823486328887,257.61727905273426,337.5580749511719,194.93743896483593,400.70169067382017,256.80279541015625,7824.671624963208,44.25474681691264
{13},338.19577026367193,319.30871582032063,274.87823486328887,257.61727905273426,337.5580749511719,194.93743896483593,400.70169067382017,256.80279541015625,7824.671624963208,44.25474681691264
{14},338.0552673339841,319.2276000976429,274.1489257812367,257.9863891601564,335.65536499023466,194.41430664063873,399.4256591797011,255.5812377929685,7820.986908700324,43.78001882346746
{15},337.8468017578122,318.87979125975687,273.33416748046074,258.38909912109403,333.6641845703127,193.75428771973523,398.1179199218829,254.16627502441375,7815.646157246476,43.1571623099411
{16},337.8468017578122,318.87979125975687,273.33416748046074,258.38909912109403,333.6641845703127,193.75428771973523,398.1179199218829,254.16627502441375,7815.646157246476,43.1571623099411
{17},337.7742614746094,318.34948730468693,272.24465942382614,258.90100097656256,331.79086303710943,193.41731262207097,397.11227416992267,252.9207611083984,7817.882407772027,42.21433019746655
