Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},268.49990844726557,166.99359130858534,313.00631713866903,211.5000000000053,269.0,255.50633239745832,224.49359130859673,210.99992370606003,3917.126950268619,225.0000000000106
{2},273.38214111328034,151.6970672607491,312.7378234863356,203.65171813964946,261.36660766601653,242.57676696776667,221.41270446776645,190.72541809081932,4227.457891350648,232.85604716412
{3},305.53732299804625,150.48374938965037,334.1978759765651,210.63223266601653,274.46405029296983,239.05525207519213,245.6743621826151,179.0849914550774,4410.468334487392,244.52235506703462
{4},342.00585937500284,158.9142456054643,356.5197448730428,225.8494720458958,289.66604614257517,240.26976013184048,275.12301635742585,173.39523315429946,4683.758897993521,257.7656770362272
{5},365.400146484371,171.46449279785583,367.6796569824258,241.56330871582398,297.4760131835977,244.11192321776932,295.13977050780846,173.96713256835562,4930.624017298185,268.1374817590561
{6},383.1322021484393,186.84634399413926,373.5170593261704,258.2910766601543,302.08193969726386,248.5578460693373,311.74804687500153,177.26492309570511,5189.524775935555,277.66490014605137
{7},395.09457397461034,202.60455322265574,373.9980468749999,273.30715942382795,303.2897949218741,252.08067321777392,324.4219665527346,181.58181762695352,5436.828418055389,286.6142620473264
{8},403.47576904296625,220.7366333007821,370.0933532714853,288.55545043945597,302.1824645996121,254.59251403808503,336.0209045410149,187.0012664794898,5720.155816999963,296.2077672717537
{9},407.0267944335945,232.90214538574205,364.26834106445284,297.21261596679557,300.0964965820307,254.36328125000009,342.7197570800784,190.3972778320326,5942.1265052183735,303.6189580078664
{10},408.074951171856,243.11669921875173,357.9272155761736,303.3067321777531,297.72927856447217,252.87248229980304,348.10403442382653,192.90475463865366,6139.1066466126795,309.799601486141
{11},407.96524047850426,251.89340209960918,351.24026489257795,306.9416198730589,295.4981689453247,250.60475158691418,352.47940063476585,194.8812408447148,6302.349738562749,315.85945419734117
{12},406.4931945800672,260.1232604980456,343.2668457031238,309.9690856933693,293.2866821289171,246.64163208007943,356.66799926757943,196.81091308592698,6495.455724480962,321.74877566596365
{13},404.7741699218799,265.8311157226573,337.08932495117284,310.93551635741704,292.06567382812005,242.95542907714744,359.79006958007716,197.80436706543486,6635.068409404274,326.32096871920146
{14},402.8435363769388,270.22787475585545,331.49484252929307,310.9760131836078,290.7891235351701,239.48048400879287,362.3098754882851,198.83218383787658,6756.846405218603,330.2687678339331
{15},400.7599487304798,274.1465148925819,326.24459838867546,310.5504760742081,289.9071350097543,235.96429443358986,364.4505310058557,199.6698760986436,6875.106918182049,333.96249664736
{16},397.9591674804923,278.1190185546975,320.49124145508847,309.4657897948975,289.12033081052346,232.04815673827136,366.5676879882709,200.6348724365479,6983.906020115275,337.9696796077468
{17},395.581329345695,280.79904174804295,316.2165832519494,308.4876403808673,288.4635925293058,229.04801940918398,367.9868469238322,201.37512207030392,7076.407308951915,340.767253880346
{18},393.2126464843729,283.15942382812386,312.14968872070216,307.35180664062665,287.97894287109574,226.2808380126964,369.07003784179767,202.1251678466783,7155.468940596031,343.3828222824825
{19},391.0058593749982,284.99215698242085,308.73257446288926,306.3252563476586,287.4648742675804,224.0012207031264,369.7879333496102,202.7456817626939,7224.277346451978,345.4635948250118
{20},388.78283691407347,286.5594787597726,305.60733032227273,305.24441528319187,286.93167114256744,221.95500183104792,370.3183288574144,203.35737609864464,7278.966964925756,347.3389943814723
{21},386.39096069333624,288.1225585937342,302.27819824217215,304.0480651855694,286.3935546875219,219.9315490722805,370.5893249511866,203.91149902341593,7335.800777190307,349.27880054766945
{22},384.471893310545,289.2250671386705,299.6707458496082,303.07608032226744,285.80108642578233,218.28657531738358,370.62478637695455,204.44824218749793,7382.530496846957,350.7234970876397
{23},382.62463378906506,290.1901245117207,297.3338317871109,302.1329956054668,285.27593994140426,216.83615112304537,370.6422424316397,204.910614013673,7420.967532152412,352.02896726307836
{24},380.95303344724664,290.9543457031101,295.22964477537505,301.364288330098,284.877014160176,215.64163208009353,370.5649108886868,205.1892700195122,7456.908118323918,353.0761071418402
{25},379.14938354490823,291.5960083007702,293.02197265623937,300.51773071290364,284.23052978517,214.39994812012836,370.2836608886824,205.49424743651036,7491.909023651271,354.08596700750593
{26},377.6351928711046,292.1746520996186,291.2955322265712,299.70101928709903,283.6159973144421,213.32579040526423,370.11944580077267,205.74992370606483,7524.1911439079195,355.0180283595894
{27},376.38958740231124,292.43872070309715,289.75390624997186,299.1556396484703,283.22979736331405,212.50114440920788,369.7685852051057,205.9142608642256,7541.263387046973,355.56669079242124
{28},375.1888122558515,292.79989624022744,288.4366760253842,298.535552978523,282.65383911133534,211.67683410645165,369.47933959961557,206.0930175781179,7564.29828165326,356.21736881640857
{29},373.8462524414065,293.175720214844,286.884552001953,297.82574462890636,282.2389526367188,210.82429504394534,369.2390747070313,206.21501159667963,7587.1121001213905,356.9391895662292
{30},373.0118103027301,293.34051513671494,285.9049682617147,297.3883666992232,281.71545410156705,210.34657287598063,368.83227539062887,206.19357299804267,7604.108254564904,357.339381416416
{31},372.18249511718415,293.43508911132506,284.872436523435,296.9519653320339,281.44607543945665,209.5618286132845,368.5270080566435,206.38844299316088,7616.895720245004,357.6933552168505
{32},371.32080078124704,293.530212402341,284.07489013671596,296.4824523925811,280.91595458984773,209.26521301269898,368.35375976562744,206.23104858398176,7630.461588857106,358.0619564375951
{33},370.50964355469176,293.5235595703164,283.19409179687966,296.22195434569824,280.5165100097605,208.67454528808108,367.90454101562096,206.22532653809017,7643.338330249542,358.22989790531585
{34},369.95843505858903,293.6016235351519,282.3901367187452,295.7586669921926,280.29699707031716,208.39157104492628,367.586975097661,206.13763427733866,7647.588868738239,358.58893571116715
{35},369.2822265624902,293.6990966796781,281.9237670898331,295.3880920410267,279.8020935058701,208.15199279786177,367.5794067382915,205.9683380126846,7664.441695708185,358.8923768680488
{36},368.77770996093994,293.5843505859399,281.2832641601588,295.2825622558566,279.5964965820289,207.55859374999773,367.13638305663795,206.03193664551065,7672.529308276658,358.8880648956217
{37},368.4278564453256,293.5715332031376,280.5851440429813,295.10296630858073,279.49993896483005,207.4297180175647,366.7733459472525,205.90823364259177,7678.154992915246,359.0012174814107
{38},368.0602416992148,293.6457824706993,280.4339599609346,294.74295043945614,278.9114990234407,207.4139556884797,366.55960083008046,205.70191955566173,7682.333647390449,359.2826374922778
{39},367.00000000000085,293.9635314941414,280.1073913574229,294.06866455078017,278.56381225585886,207.23315429687457,366.99999999999955,205.56405639648474,7681.619433090091,359.9306767562
{40},367.2666625976559,293.9999999999996,278.99999999999966,294.00000000000034,279.0000000000002,206.766296386719,366.46572875976574,205.64334106445307,7714.45343073456,359.99999999999955
{41},367.3403320312485,293.9999999999985,279.213500976561,294.0000000000015,278.56954956054796,206.000000000001,365.6069030761731,205.99999999999864,7707.22412109375,359.99999999999807
{42},366.229614257816,293.97454833984733,279.3694152832073,294.0141906738238,277.63085937499665,205.9999999999967,365.88146972655863,206.00000000000395,7704.403310662972,359.97385064395417
{43},365.9999999999965,293.6246032714809,278.23367309570074,294.1963806152367,277.8757629394552,206.00000000000213,366.0000000000031,205.99999999999685,7731.36416440177,359.62673651375565
{44},365.9999999999907,293.21160888670954,277.99999999999125,294.36730957032137,278.00000000000944,206.00000000000944,366.0000000000087,205.99999999999133,7725.472412109244,359.24757994273483
{45},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{46},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{47},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{48},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{49},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{50},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{51},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{52},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{53},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{54},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{55},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{56},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{57},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{58},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{59},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{60},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{61},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{62},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{63},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
