Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},56.00000000001048,67.66592407227606,291.2144165039198,68.70587158201785,289.5717773437407,302.9999999999907,55.99999999998824,303.0000000000119,55039.23167431018,180.25331872028437
{2},56.00000000001048,67.66592407227606,291.2144165039198,68.70587158201785,289.5717773437407,302.9999999999907,55.99999999998824,303.0000000000119,55039.23167431018,180.25331872028437
{3},44.602840423472074,53.19497680652537,288.6217651366029,62.364635467637456,284.5340270997127,298.8563232422928,43.7077522278947,295.6836242674699,58073.20401449225,182.15202839951348
{4},50.58512115503234,46.90180969264901,293.9139099123818,62.39059066748288,284.59268188452546,296.8766174313861,44.51560211154777,288.84594726587454,57667.77982729852,183.6421753141448
{5},50.58512115503234,46.90180969264901,293.9139099123818,62.39059066748288,284.59268188452546,296.8766174313861,44.51560211154777,288.84594726587454,57667.77982729852,183.6421753141448
{6},64.15614318872444,43.91822814969588,302.61492919949774,65.35294342017532,287.24902343726814,295.62072753880295,51.733234405241134,281.3440856936027,55666.81783432071,185.13643036957578
{7},80.42378234850938,42.3897666929664,312.4781799314893,69.30903625500349,290.9353942872271,294.51324462904637,61.29975128188292,273.8348083494892,53191.51449013962,186.61697164522957
{8},80.42378234850938,42.3897666929664,312.4781799314893,69.30903625500349,290.9353942872271,294.51324462904637,61.29975128188292,273.8348083494892,53191.51449013962,186.61697164522957
{9},98.17584991427984,41.652759551653084,322.9959106441747,74.28069305446719,294.9796142580798,293.58425903354316,71.93252563512182,266.2921752926916,50519.67877602252,188.2576317707499
{10},116.35755920421063,41.343200683744435,333.75198364273507,79.61286926258471,299.3173522948085,292.72671508773556,83.26642608627381,258.8442382813604,47880.0369785031,189.98393825757833
{11},116.35755920421063,41.343200683744435,333.75198364273507,79.61286926258471,299.3173522948085,292.72671508773556,83.26642608627381,258.8442382813604,47880.0369785031,189.98393825757833
{12},134.57765197782956,41.50348663373366,344.3925476078602,85.6135864254935,303.53536987275504,292.1416320796472,94.67652130083405,251.6729125979496,45322.683253491625,191.87258676027304
{13},151.91543579117874,42.04844665553575,354.5524902346442,91.55450439436693,307.63845825179476,291.6528930661532,105.83250427219761,245.06602478043783,42993.44617222821,193.72894567193413
