Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},491.3862304687668,29.43322753908015,598.6872558593914,27.803297042831996,586.8508300781085,132.6110229492004,482.87176513670255,131.69831848145984,10933.941815075425,179.12972913286404
{2},491.3862304687668,29.43322753908015,598.6872558593914,27.803297042831996,586.8508300781085,132.6110229492004,482.87176513670255,131.69831848145984,10933.941815075425,179.12972913286404
{3},498.86199951175985,33.00000000004491,607.0090942383225,32.9999999999647,591.9975585937101,138.6471557616718,487.34906005855385,134.70719909671348,11057.149559983285,179.9999999999575
{4},505.0830993652216,38.54061508177212,613.0845947265474,42.444133758557,595.08435058595,147.23306274415626,490.7766418457177,140.33560180662906,11052.152687676695,182.06995127042865
{5},505.0830993652216,38.54061508177212,613.0845947265474,42.444133758557,595.08435058595,147.23306274415626,490.7766418457177,140.33560180662906,11052.152687676695,182.06995127042865
{6},509.60070800780585,46.63230514525535,616.4993286132744,54.06873703003435,595.4916992187567,157.53721618653253,492.339782714852,147.31278991698596,10889.363759888234,183.97938570830732
{7},513.4155273437472,56.56589889525991,618.645996093747,67.83316040039273,595.0933837890651,169.41465759277727,493.2830505371124,155.70344543456812,10662.054659780617,186.11150312289507
{8},513.4155273437472,56.56589889525991,618.645996093747,67.83316040039273,595.0933837890651,169.41465759277727,493.2830505371124,155.70344543456812,10662.054659780617,186.11150312289507
{9},516.2910766601484,66.2197189330941,619.6371459960834,81.28119659424502,593.3871459961019,180.97212219239543,493.22662353516586,163.74768066405625,10431.87651169634,188.29181176042331
{10},518.6816406249956,77.13324737548135,619.9747924804618,95.97106170654719,591.2118530273481,193.47341918946026,492.8725585937573,172.74801635741755,10177.872278376577,190.53512525485144
{11},518.6816406249956,77.13324737548135,619.9747924804618,95.97106170654719,591.2118530273481,193.47341918946026,492.8725585937573,172.74801635741755,10177.872278376577,190.53512525485144
{12},520.4677734374984,87.56253051757535,619.5198364257791,110.18049621582146,588.0985107421891,205.54382324219023,491.72225952148665,181.41131591796753,9947.558092757754,192.86262901662005
{13},521.7725830078053,98.64220428465457,618.5285034179548,124.91110229492905,584.5687866211006,217.99186706544302,490.2486267089971,190.34452819823568,9709.565381457382,195.18946450923664
{14},521.7725830078053,98.64220428465457,618.5285034179548,124.91110229492905,584.5687866211006,217.99186706544302,490.2486267089971,190.34452819823568,9709.565381457382,195.18946450923664
{15},522.5617675781292,109.00438690186382,616.9358520507893,138.83935546874628,580.373779296871,229.67045593260886,488.21737670897693,198.83106994629247,9500.097065765316,197.54357816327035
{16},522.9197998046867,119.81452941894335,614.8541259765602,153.07867431640727,575.8286132812507,241.64134216308756,485.89501953125165,207.38323974609304,9291.933517904923,199.891394492005
{17},522.9197998046867,119.81452941894335,614.8541259765602,153.07867431640727,575.8286132812507,241.64134216308756,485.89501953125165,207.38323974609304,9291.933517904923,199.891394492005
{18},522.8278808593786,129.79299926758753,612.2832641601647,166.4062347412077,570.745483398434,252.7769927978424,483.136810302725,215.27816772461287,9112.38625283644,202.2588175393963
{19},522.2322387695323,140.23905944824497,609.2008056640665,180.03118896484247,565.2490844726552,263.9914855957001,479.93298339843307,223.54177856445455,8934.447473714266,204.58627932798845
{20},522.2322387695323,140.23905944824497,609.2008056640665,180.03118896484247,565.2490844726552,263.9914855957001,479.93298339843307,223.54177856445455,8934.447473714266,204.58627932798845
{21},521.6349487304686,149.5550384521481,606.0202636718737,192.48233032226597,559.5381469726567,274.1558227539077,476.5571289062511,230.68672180175753,8789.638376965158,206.9627005673567
{22},520.3784179687492,159.21040344237974,602.3165283203097,205.21006774902418,553.5098266601573,284.5737915039102,472.97167968750335,238.19805908203043,8654.023537838402,209.30964640353804
{23},520.3784179687492,159.21040344237974,602.3165283203097,205.21006774902418,553.5098266601573,284.5737915039102,472.97167968750335,238.19805908203043,8654.023537838402,209.30964640353804
{24},518.9959106445311,168.2810211181633,598.1951293945297,217.22346496582063,546.9240112304692,294.1205444335955,468.78851318359517,244.9405212402341,8529.275816712485,211.71466571213895
{25},517.1424560546884,177.21533203125446,593.6442260742234,228.7970886230461,540.3781738281241,303.3923950195259,464.6064453124955,251.55902099609452,8405.24901381875,213.9900440916927
{26},517.1424560546884,177.21533203125446,593.6442260742234,228.7970886230461,540.3781738281241,303.3923950195259,464.6064453124955,251.55902099609452,8405.24901381875,213.9900440916927
{27},515.2747802734383,185.29370117188097,589.1515502929743,239.53997802734298,533.4896240234367,311.75588989257267,460.2888183593695,257.30920410156324,8309.963400675872,216.28911474269447
{28},512.8689575195326,193.52098083497444,584.0369262695442,250.35939025878778,526.2695922851549,320.0894165038934,455.63455200193977,263.1579895019544,8211.598500597553,218.6126676272757
{29},512.8689575195326,193.52098083497444,584.0369262695442,250.35939025878778,526.2695922851549,320.0894165038934,455.63455200193977,263.1579895019544,8211.598500597553,218.6126676272757
