Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},198.6868896484339,-7.653380870827214,286.73123168944466,29.168565750125744,254.1192016601596,116.96559143067157,166.69589233399245,81.8172378540003,8938.559124701558,202.69568015554916
{2},213.42749023438557,-5.6434459686014735,299.15243530276183,33.62123107909084,263.4214172363176,119.40322875973936,178.24888610837118,81.55628204346803,8757.524114179945,204.60924500588007
{3},213.42749023438557,-5.6434459686014735,299.15243530276183,33.62123107909084,263.4214172363176,119.40322875973936,178.24888610837118,81.55628204346803,8757.524114179945,204.60924500588007
{4},227.67178344725835,-3.1424281597340857,311.17767333982243,38.58583831787853,272.23623657227273,122.4430618286333,189.36848449709163,81.82498931883997,8612.19789192384,206.55150349326198
{5},241.55654907226804,-0.12615194915972322,322.6662902832114,43.97144699096423,280.99826049804443,125.55204772948422,200.24243164061713,82.51991271972909,8453.213806547212,208.53196187895057
{6},241.55654907226804,-0.12615194915972322,322.6662902832114,43.97144699096423,280.99826049804443,125.55204772948422,200.24243164061713,82.51991271972909,8453.213806547212,208.53196187895057
{7},254.77970886231304,3.209922790557954,333.65942382815604,49.75158309935691,288.97613525389806,129.05206298825092,210.3952331542665,83.43495941162952,8331.840331410735,210.5420210782833
{8},254.77970886231304,3.209922790557954,333.65942382815604,49.75158309935691,288.97613525389806,129.05206298825092,210.3952331542665,83.43495941162952,8331.840331410735,210.5420210782833
{9},268.07464599609153,7.062567710867001,344.6142883300684,55.979854583742465,297.0272827148458,132.98091125489165,220.78250122071245,84.78085327148217,8213.279181524926,212.58307193406534
{10},279.9515686035197,10.895078659078745,354.34133911135,62.175941467280936,304.1261596679646,136.95800781247831,230.20040893552428,86.36250305176229,8117.134760676043,214.58058103507972
{11},291.55053710937943,15.245171546964686,363.51403808596564,68.7631378173785,310.61749267577693,141.15432739254985,238.8463134765343,88.02954864502392,8032.079882969023,216.63752060432748
{12},291.55053710937943,15.245171546964686,363.51403808596564,68.7631378173785,310.61749267577693,141.15432739254985,238.8463134765343,88.02954864502392,8032.079882969023,216.63752060432748
{13},303.32754516601517,20.041477203365048,372.9265747070278,75.73735046386757,317.55163574218795,145.82958984375432,248.17878723144912,90.41087341308547,7950.253131059322,218.66816485087188
{14},303.32754516601517,20.041477203365048,372.9265747070278,75.73735046386757,317.55163574218795,145.82958984375432,248.17878723144912,90.41087341308547,7950.253131059322,218.66816485087188
{15},314.37347412109403,25.136770248417335,381.55004882812875,83.01102447509733,323.7613525390622,150.5744323730428,256.77346801757454,92.9716796875003,7872.596002438839,220.74569917711213
{16},324.5609741210954,30.365476608320158,389.34756469730996,90.26063537597464,329.3610839843733,155.41494750972117,264.60723876948657,95.60249328613475,7812.176631092709,222.7533620532966
{17},333.8759765625,35.371459960946126,396.0875244140709,97.58303070068355,334.1900939941406,160.69461059569517,271.7397766113199,98.24429321289067,7791.929621528969,225.00001053980446
{18},333.8759765625,35.371459960946126,396.0875244140709,97.58303070068355,334.1900939941406,160.69461059569517,271.7397766113199,98.24429321289067,7791.929621528969,225.00001053980446
{19},343.3935852050778,41.37132644654419,403.4328613281361,105.33596801757848,339.0509338378911,165.3941345214731,279.32373046873886,101.5948333740231,7704.304680197962,226.8131023590895
{20},352.4077758789075,47.44982528684663,409.962188720685,113.22706604003785,343.54238891601426,170.74778747560467,286.29760742189285,105.00776672363399,7660.229069035424,228.81440676530994
{21},352.4077758789075,47.44982528684663,409.962188720685,113.22706604003785,343.54238891601426,170.74778747560467,286.29760742189285,105.00776672363399,7660.229069035424,228.81440676530994
{22},360.2892761230465,53.160449981693105,415.47659301758154,120.66513061523469,347.2841186523442,175.73162841796454,292.41015624999625,108.18676757812463,7623.340628415019,230.7328616159249
{23},368.1539916992166,59.3753967285309,420.90628051759404,128.64353942871313,350.822662353518,181.00769042967096,298.4124450683442,111.69783020019322,7596.448918789112,232.70832057477475
{24},368.1539916992166,59.3753967285309,420.90628051759404,128.64353942871313,350.822662353518,181.00769042967096,298.4124450683442,111.69783020019322,7596.448918789112,232.70832057477475
{25},375.2200012206984,65.28904724123767,425.3497619629177,136.08647155762188,353.6772460937547,186.099975585911,303.8593444823947,115.02452850341324,7565.5512012591935,234.69871159878403
{26},381.4201965331992,70.91626739503826,429.1922302246289,143.32672119141026,355.9540100097696,190.71223449705144,308.5708312988088,118.1422729492147,7545.654496970896,236.58558838982975
{27},381.4201965331992,70.91626739503826,429.1922302246289,143.32672119141026,355.9540100097696,190.71223449705144,308.5708312988088,118.1422729492147,7545.654496970896,236.58558838982975
{28},387.9364318847669,77.29666137694821,433.0796203613231,151.02337646484253,358.38946533203017,195.89488220215281,313.4717712402399,121.74142456054824,7525.235478002509,238.520683022235
{29},393.7726135253967,83.54331207273239,436.63235473630624,158.60334777831426,360.4092407226502,200.93992614748223,318.1387634277562,125.34915924072882,7510.109149306645,240.27336779350293
{30},393.7726135253967,83.54331207273239,436.63235473630624,158.60334777831426,360.4092407226502,200.93992614748223,318.1387634277562,125.34915924072882,7510.109149306645,240.27336779350293
{31},399.05175781248215,89.32549285894262,439.2158813477127,165.79402160646308,361.9067687988463,205.48745727533398,322.06924438470975,128.68022155759937,7493.287584732792,242.2898697249763
{32},404.1011657714779,95.67411041261586,441.9547729492375,173.23599243164722,363.2880859375063,210.35412597654476,326.02761840818414,132.38523864745417,7480.886481261106,243.9855903682456
{33},404.1011657714779,95.67411041261586,441.9547729492375,173.23599243164722,363.2880859375063,210.35412597654476,326.02761840818414,132.38523864745417,7480.886481261106,243.9855903682456
{34},408.77169799806006,101.54154968258386,443.84124755856067,180.37672424315116,364.173370361315,214.81919860843155,329.5549316406581,135.6754608154427,7469.843381851064,246.018278741157
{35},412.973083496096,107.54394531249481,445.64447021483863,187.3820953369119,364.9565429687479,219.3243408203173,332.84637451172404,139.1823272705101,7461.500933496249,247.7446289704741
{36},412.973083496096,107.54394531249481,445.64447021483863,187.3820953369119,364.9565429687479,219.3243408203173,332.84637451172404,139.1823272705101,7461.500933496249,247.7446289704741
{37},416.8511352539119,113.30364990233164,446.88488769529994,194.12493896483792,365.2958068847599,223.53222656251216,335.7582702636841,142.35684204102137,7459.125052250431,249.6145841967812
{38},420.5073852539078,119.16976928710645,447.8935241699193,200.94198608398312,365.5981140136703,227.58416748047165,338.43157958984625,145.67074584961068,7451.077184268797,251.48390931375968
{39},420.5073852539078,119.16976928710645,447.8935241699193,200.94198608398312,365.5981140136703,227.58416748047165,338.43157958984625,145.67074584961068,7451.077184268797,251.48390931375968
