Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},324.999999999982,328.000000000018,325.00000000001836,94.00000000001835,559.0000000000182,93.9999999999818,558.9999999999819,327.9999999999819,54755.99999999993,90.00000000000892
{2},327.94146728516097,320.3500366210885,311.96292114256823,98.04080200194468,539.5468139648382,78.74079132080715,553.891479492195,305.96417236328784,51224.93663377865,85.88891747216377
{3},312.3281249999115,314.40270996107773,270.263519287246,129.83520507821058,455.75167846688277,87.01300048814491,497.3960266111921,272.65191650382036,36065.43754968942,77.16107049754402
{4},302.4920043945407,313.79003906247834,242.11178588864837,161.06787109373974,394.83135986327176,100.80399322511944,455.0094299316631,253.4864807129004,26939.051109180436,68.42814546655882
{5},298.4303283691441,315.7746887206915,227.06503295897465,184.97242736816116,357.9149169921851,114.16444396973463,428.82522583008944,244.62657165527682,22112.71204916213,61.383258986653914
{6},298.11651611327875,318.7389221191564,218.14796447755452,208.46192932129154,328.40820312500233,128.96713256834474,407.9653015136556,238.82658386230213,18470.886174342937,54.05184988039122
{7},300.22979736328017,320.7103271484563,215.23857116701134,225.15756225586054,310.7436828613292,140.47171020505974,395.4874877929499,235.64332580566298,16299.030777763488,48.3478972964258
{8},304.56613159179625,321.8142089843622,215.45880126951891,240.704940795899,296.6336669921881,151.92881774903802,385.44766235352984,232.68041992187432,14471.139199333193,42.30978996956458
{9},309.6652526855375,321.7481689452464,218.09596252435074,252.7308044433683,287.0468139648527,161.25354003912588,378.5550537110007,229.94897460936596,13134.055858330103,37.00596792540807
{10},315.2050781249869,320.656311035099,221.9384613036531,262.00238037110694,280.5560302734506,168.78987121587767,373.7343750000593,227.3361968994005,12126.927621060138,32.16515136344901
{11},319.6734008789057,319.0903015136699,225.6538848876928,267.93710327148506,276.82144165039114,173.9475250244157,370.8045959472678,225.06632995605406,11452.336921391972,28.549285555539484
{12},324.6370849609424,316.98318481446637,230.13861083985555,273.3731689453082,273.7463378906201,178.87965393065065,368.13742065428465,222.43888854980918,10825.103236976538,24.77280902591326
{13},328.3967285156245,314.887054443358,234.0142517089834,276.9518432617192,271.8919372558598,182.30291748046955,366.50701904297114,220.5008850097646,10378.094411620965,21.89670686965019
{14},332.5054016113364,312.5295410156419,238.120666503924,280.1391296386632,270.4451599121012,185.78132629392857,364.8879089355289,218.13809204102444,9957.660521156671,18.940900993645187
{15},335.99697875976636,310.2351684570326,241.97244262695463,282.6375427246086,269.5593872070301,188.5420989990214,363.72091674804494,216.14245605468855,9616.859463032313,16.35776301353178
{16},339.22674560546665,308.053100585934,245.5855102539043,284.6395263671887,269.0041198730483,190.95268249511957,362.64816284179943,214.44692993163915,9318.596994771258,14.038123896482944
{17},341.5704650878785,306.4500732421685,248.26878356931695,285.95364379884023,268.72207641602756,192.5750885009953,362.0842285156446,213.11093139647184,9133.603140786261,12.389879952727881
{18},344.01721191406824,304.7494506836021,251.19714355469648,287.2172241210876,268.63568115233824,194.34211730956207,361.56814575194505,211.83528137207588,8934.087135316076,10.696240731926878
