Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},402.56814575201247,250.68838500971344,393.04574584955463,399.89517211907753,244.06842041009654,389.1054687500519,255.29272460942568,240.2709808350199,22183.88097646407,273.6516729884753
{2},403.1509704589731,251.20268249512674,390.7891235351662,398.78015136719944,243.47372436524512,385.13607788085034,257.3927001953016,238.04985046385403,21765.60386114094,274.7882107244631
{3},403.81341552737393,251.82788085935064,388.40585327146067,397.4770507812204,242.95347595211743,381.02081298830603,259.6371765136948,235.7776031494429,21323.48314605074,276.0386012496331
{4},403.81341552737393,251.82788085935064,388.40585327146067,397.4770507812204,242.95347595211743,381.02081298830603,259.6371765136948,235.7776031494429,21323.48314605074,276.0386012496331
{5},404.3800048828299,252.3747863769397,386.0328674316268,396.1222839355289,242.52793884275394,376.84271240235864,261.9400329589987,233.53834533693288,20880.06205426964,277.27359033935045
{6},404.8880004882528,253.0088348388882,383.64776611330325,394.6518859863582,242.18843078616206,372.59704589841607,264.34231567380783,231.30317687985493,20422.145035365247,278.52830361373293
{7},404.8880004882528,253.0088348388882,383.64776611330325,394.6518859863582,242.18843078616206,372.59704589841607,264.34231567380783,231.30317687985493,20422.145035365247,278.52830361373293
{8},405.4645690917117,253.66076660162244,381.21820068365497,393.22088623055646,241.9341125489155,368.311553955017,266.80816650384725,229.15394592276687,19973.57107597813,279.85586156007435
{9},405.96939086916854,254.20344543455158,378.8706970214654,391.76046752926834,241.71492004391803,364.0718383789244,269.3179626465033,227.2154235840128,19531.820994292204,281.1445453994089
{10},405.96939086916854,254.20344543455158,378.8706970214654,391.76046752926834,241.71492004391803,364.0718383789244,269.3179626465033,227.2154235840128,19531.820994292204,281.1445453994089
{11},406.34106445310863,255.09332275391668,376.59436035157546,390.24816894533296,241.56768798830137,359.9006652831904,271.87759399412977,225.0234527587719,19099.860180840966,282.4125286549943
{12},406.75949096680375,255.71382141112863,374.32406616210517,388.83816528319625,241.6193847656159,355.64767456055233,274.3449401855514,223.14958190918725,18676.56477402841,283.69317798125314
{13},406.75949096680375,255.71382141112863,374.32406616210517,388.83816528319625,241.6193847656159,355.64767456055233,274.3449401855514,223.14958190918725,18676.56477402841,283.69317798125314
{14},407.1751098633619,256.4522399901879,372.09143066401776,387.27145385734383,241.55534362785008,351.63211059574866,276.9416198730933,221.26245117195597,18275.359448484065,285.0125757003472
{15},407.55224609376216,257.1769714355402,369.9624328613195,385.7276306152185,241.60623168943582,347.75308227540006,279.4027709961012,219.55007934571682,17889.522143684357,286.2995770094875
{16},407.55224609376216,257.1769714355402,369.9624328613195,385.7276306152185,241.60623168943582,347.75308227540006,279.4027709961012,219.55007934571682,17889.522143684357,286.2995770094875
{17},407.89624023436835,257.86608886719097,367.9108276367222,384.2284851074287,241.76031494141475,343.8489990234331,281.8825378417938,217.8453216552674,17519.591762813034,287.559164401171
{18},408.18328857424507,258.5005798339714,365.92309570311113,382.6767272948936,241.9960327148141,340.03604125978006,284.27551269532586,216.1933135986601,17162.29751156461,288.7947006082743
{19},408.18328857424507,258.5005798339714,365.92309570311113,382.6767272948936,241.9960327148141,340.03604125978006,284.27551269532586,216.1933135986601,17162.29751156461,288.7947006082743
