Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},387.5,267.9964599609605,467.0035400390829,347.5,387.5,427.0035400390394,307.9964599609171,347.49999999999994,12641.625757485206,224.99999999998437
{2},396.606170654295,283.42623901370763,473.3734741211305,370.30981445312773,387.5029296875022,446.0572814941045,312.30676269527737,357.36697387695,13156.134492317738,228.537305095878
{3},392.17080688476,286.549194335959,448.2438659668181,382.854278564459,352.5404663085994,437.89007568357255,297.71463012693243,340.9346008300722,12221.259163023875,239.79015230487175
{4},386.86657714844415,284.93969726561164,420.1709289550654,386.4246520996029,319.13839721678994,419.27581787110756,286.2323303222786,317.72470092774097,11322.857196964462,251.83169838516903
{5},383.91751098632204,280.60293579102307,394.0514831543048,383.08352661133455,291.7007446289124,392.8510131835863,281.6246337890552,290.6195373535096,10573.213891207735,264.352567014591
{6},383.59936523437995,275.7268676757771,374.2455749511666,375.45465087889994,274.58386230468295,366.0691223144568,283.54748535156665,266.492675781255,10036.207210665903,275.3582799941475
{7},385.54492187499676,272.7902221679706,360.6398925781269,367.7763977050814,265.61352539062784,342.94308471679517,290.05419921874807,247.94230651855145,9661.829173294835,284.69202679816067
{8},388.1664733886732,271.1897583007807,349.89566040039057,359.9764404296873,261.0150451660151,322.1416015625003,298.64498901367216,233.22686767578188,9363.852688912404,293.3180846423479
{9},390.52136230467784,271.36291503906494,341.13317871093983,353.17739868165,259.34701538086824,304.1101074218728,308.20419311523204,222.26423645018613,9125.390192858205,301.1177275347987
{10},392.1228942871099,272.63183593749994,334.14050292968733,347.1915893554678,259.4846191406241,289.49841308593756,317.0646667480468,214.78890991210903,8924.83696723594,307.870900180308
{11},392.81784057619274,274.44131469726517,327.96267700195267,341.9737548827924,260.4598999023233,277.2876281738286,325.0279235839849,209.6982574463089,8758.0328352543,313.84146446020486
{12},392.7632141113171,276.67373657226483,322.5102233886713,337.3790588378994,261.6860656738366,267.3427124023444,331.76483154296943,206.407821655263,8626.845634799894,319.16983804119656
{13},391.7360534668163,279.44192504883154,316.39019775390966,332.3766479491989,263.43356323240164,257.1071777343715,338.70675659179335,204.05239868166115,8481.377720529614,324.909790211638
{14},390.45556640623636,281.61459350585596,311.82669067382466,328.5474853515762,264.7115783691541,250.01516723633148,343.39508056640966,203.12310791014264,8384.452212706252,329.1673903076779
