Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},324.4999084472656,222.99359130859392,368.50640869140665,267.00009155273443,324.5000915527343,311.0064086914061,280.49359130859324,266.9999084472656,3873.128011813431,224.99999999999966
{2},324.4999084472656,222.99359130859392,368.50640869140665,267.00009155273443,324.5000915527343,311.0064086914061,280.49359130859324,266.9999084472656,3873.128011813431,224.99999999999966
{3},324.4999084472656,222.99359130859392,368.50640869140665,267.00009155273443,324.5000915527343,311.0064086914061,280.49359130859324,266.9999084472656,3873.128011813431,224.99999999999966
{4},324.4999084472656,222.99359130859392,368.50640869140665,267.00009155273443,324.5000915527343,311.0064086914061,280.49359130859324,266.9999084472656,3873.128011813431,224.99999999999966
{5},324.4999084472656,222.99359130859392,368.50640869140665,267.00009155273443,324.5000915527343,311.0064086914061,280.49359130859324,266.9999084472656,3873.128011813431,224.99999999999966
{6},324.4999084472656,222.99359130859392,368.50640869140665,267.00009155273443,324.5000915527343,311.0064086914061,280.49359130859324,266.9999084472656,3873.128011813431,224.99999999999966
{7},324.4999084472656,222.99359130859392,368.50640869140665,267.00009155273443,324.5000915527343,311.0064086914061,280.49359130859324,266.9999084472656,3873.128011813431,224.99999999999966
{8},324.4999084472656,222.99359130859392,368.50640869140665,267.00009155273443,324.5000915527343,311.0064086914061,280.49359130859324,266.9999084472656,3873.128011813431,224.99999999999966
{9},324.4999084472656,222.99359130859392,368.50640869140665,267.00009155273443,324.5000915527343,311.0064086914061,280.49359130859324,266.9999084472656,3873.128011813431,224.99999999999966
{10},324.4999084472656,222.99359130859392,368.50640869140665,267.00009155273443,324.5000915527343,311.0064086914061,280.49359130859324,266.9999084472656,3873.128011813431,224.99999999999966
{11},324.4999084472656,222.99359130859392,368.50640869140665,267.00009155273443,324.5000915527343,311.0064086914061,280.49359130859324,266.9999084472656,3873.128011813431,224.99999999999966
{12},324.4999084472656,222.99359130859392,368.50640869140665,267.00009155273443,324.5000915527343,311.0064086914061,280.49359130859324,266.9999084472656,3873.128011813431,224.99999999999966
{13},324.4999084472656,222.99359130859392,368.50640869140665,267.00009155273443,324.5000915527343,311.0064086914061,280.49359130859324,266.9999084472656,3873.128011813431,224.99999999999966
{14},324.4999084472656,222.99359130859392,368.50640869140665,267.00009155273443,324.5000915527343,311.0064086914061,280.49359130859324,266.9999084472656,3873.128011813431,224.99999999999966
