Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},503.30252075191714,375.3629455566045,328.38626098629373,373.66003417972195,326.68243408206484,199.00000000003328,502.84265136722297,198.99999999996444,30808.056626667923,0.5577900675806404
{2},472.99999999993406,356.99999999993406,315.99999999993344,357.00000000006656,316.00000000006634,200.00000000006625,473.0000000000669,199.99999999993304,24649.000000000196,359.9999999999517
{3},446.9999999999805,341.9999999999807,304.99999999998124,342.00000000001853,305.00000000001955,200.78895568849603,447.00000000001876,201.11212158201275,20029.02351379375,359.99999999998477
{4},428.0000000000056,332.00000000000557,297.00000000000654,331.9999999999934,296.9999999999956,200.99999999999562,427.99999999999443,201.0000000000056,17160.999999999694,5.343281372915953e-12
{5},415.00000000000364,325.00000000000364,292.000000000003,324.999999999997,291.99999999999613,200.99999999999605,414.99999999999676,201.00000000000324,15252.00000000016,3.069544618483633e-12
{6},404.99999999997385,317.5875549316151,286.9999999999727,319.2390441894807,287.0000000000272,201.00000000002717,405.00000000002655,200.99999999997348,13854.76934814459,359.19815943326216
{7},397.00000000001285,314.00000000001273,284.0000000000128,313.9999999999873,283.99999999998727,201.9999999999873,396.9999999999873,202.0000000000126,12655.999999999993,1.2846612662542611e-11
{8},390.9999999999911,310.99999999999113,283.24365234374125,311.0000000000088,281.57705688477364,202.00000000000796,391.0000000000079,201.99999999999207,11836.271347045891,359.9999999999906
{9},385.99999999999835,307.9999999999983,280.9999999999986,308.0000000000014,281.000000000001,202.00000000000105,386.0000000000008,201.99999999999918,11129.999999999985,359.9999999999983
{10},383.0000000000004,305.00000000000045,280.0,304.99999999999994,279.9999999999998,202.9999999999998,383.0000000000002,202.9999999999998,10506.000000000087,2.8421709430404007e-13
{11},380.0000000000063,304.0000000000064,280.0000000000061,303.99999999999386,279.99999999999335,202.99999999999324,379.9999999999935,203.00000000000654,10100.00000000003,7.16227077646181e-12
{12},377.99999999999636,301.99999999999636,278.999999999997,302.000000000003,279.0000000000032,203.00000000000315,378.00000000000256,202.9999999999974,9800.999999999884,359.99999999999613
