Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},533.2727661132805,378.5533142089849,530.8272094726566,428.19021606445364,479.4551086425788,418.21279907226517,482.2890014648432,370.07061767578057,2526.4304820964608,272.8206204780977
{2},497.78186035156136,384.9466552734382,487.98587036132875,433.0102233886729,439.23901367187614,417.98916625976494,449.37661743164,371.0986938476552,2450.111922863871,281.51985519826536
{3},452.00332641601847,378.6545410156238,433.592071533202,423.72207641601284,388.4697570800751,403.60476684570426,406.8372497558605,358.81628417969023,2395.6177483695064,292.2212859347763
{4},419.10635375976665,368.01431274414034,393.252746582031,411.0264282226552,350.43545532226454,385.1146240234378,376.1961975097658,342.1679382324227,2510.123335582699,301.009121721007
{5},399.33578491210704,357.6888427734377,367.21520996093784,398.82687377929926,325.79113769531483,367.25531005859347,358.05075073242153,325.85952758788807,2727.014616694345,307.98271839035095
{6},386.5197143554688,347.570068359375,348.6464233398438,387.0671081542971,308.86514282226574,349.9493713378906,346.7685852050781,310.3356933593747,2981.5065424516943,313.79772651881956
{7},376.7183837890578,336.8376770019527,332.4713439941401,373.8056030273487,294.82534790039495,330.4837646484378,339.22982788085983,293.017791748042,3329.4509713607913,320.12160625516634
{8},371.07431030273716,327.6989746093755,321.0121765136725,362.14633178710625,286.0287170410127,312.8354492187495,336.1221008300775,278.09439086914387,3686.4169619474487,325.4684481257648
{9},368.2559204101524,321.57711791992097,314.09286499023347,353.6314086914098,281.3247985839883,300.14462280273534,335.7310180664073,267.4232177734334,3978.9671786269173,329.38248755426866
{10},366.40185546874346,315.7809753417947,307.714874267576,345.1536865234438,277.645172119147,286.6760559082052,336.9813842773458,256.99859619140017,4338.076427096501,333.4121310534889
{11},365.6505126953289,312.1355895996158,303.30975341797495,339.08187866209363,275.90429687498386,277.0788269042906,338.47732543944693,249.80867004396094,4622.39693727257,336.6239758457118
{12},365.1335144042956,309.17370605468693,299.24005126953085,333.34143066406347,274.68151855468795,267.8386840820315,340.66522216796926,243.29830932617077,4928.44519342437,339.8584938267518
{13},364.68893432617676,307.36181640625256,295.7220153808616,328.87896728515193,273.9784851074177,260.1100769042947,343.0783691406229,238.36322021484787,5224.197084868836,342.67247783216976
{14},364.32366943359443,306.45376586914097,293.1237182617193,325.7095031738271,273.5461120605458,254.6150665283197,345.0134277343743,235.1254119873058,5456.448791502713,344.8666134551884
{15},364.0140686035053,305.6094360351498,290.5291137695257,322.7330322265715,273.2357177734475,249.3261108398499,346.8603210449278,232.12007141112335,5698.10140219015,346.8829069644491
{16},363.50518798828887,305.19305419922387,288.17974853516125,320.26989746093,273.0956726074139,245.10557556151812,348.47656249999443,229.7083129882896,5905.356242664624,348.681470050912
{17},363.22311401367926,304.882751464849,286.2808227539114,318.1948242187428,272.9374694824144,241.28637695311969,349.9100646972604,227.9347991943433,6097.886817631341,350.1842148268363
{18},362.83697509766,304.67977905273716,284.62551879883114,316.4007568359334,272.8717956542935,238.17352294921625,351.1743469238256,226.40850830078475,6261.041097323359,351.47692974621145
{19},362.5996398925783,304.24826049804705,282.95513916015625,314.31982421875,272.8900451660154,234.8415527343748,352.3767395019531,224.68061828613276,6429.910781617771,352.7928317666383
{20},362.35549926757943,303.946533203126,281.81057739257943,312.83413696288903,272.879180908201,232.29374694824048,353.4373779296872,223.4716339111331,6564.043800728272,353.7032598235843
{21},362.1352233886757,303.4499816894563,280.6354980468783,311.05139160155846,273.07711791991744,229.6002197265588,354.53268432616835,221.96340942383245,6695.648264618125,354.6714869526472
{22},362.0337524414114,303.01150512695756,279.7823486328165,309.64151000976085,273.24197387694994,227.48100280761443,355.39382934569903,220.7724304199267,6800.908377760672,355.3915465885402
{23},361.98452758788267,302.4199218749931,279.13650512694636,308.2015686035234,273.34133911133534,225.36737060547506,356.25775146485046,219.4665832519454,6904.070409202031,356.0080186795676
{24},362.0137634277416,301.7842407226627,278.5152282714899,306.67218017577494,273.5345764160087,223.2549743652282,357.1273193359319,218.325851440436,6995.080590044272,356.6497729362333
{25},362.1359863281207,301.3464965820274,278.15542602538716,305.55749511719137,273.6901550293012,221.5709228515664,357.6877441406284,217.40567016601187,7070.698873036003,357.129448304865
{26},362.2292480468787,300.5540161132846,277.6190490722689,304.37158203124636,274.03744506835545,219.80262756347295,358.4801025390594,216.21784973144875,7152.039468924566,357.4165978701835
{27},362.31372070312347,300.03533935546733,277.39028930663943,303.2973937988294,274.3127746582046,218.36817932129043,359.05880737304807,215.29730224609244,7206.863621681878,357.80025243601267
{28},362.40591430663005,299.4885559081932,277.2556457519427,302.27590942383927,274.4868774414173,217.0264129638775,359.6428833007912,214.38916015623934,7260.373254181133,358.1251194106335
{29},362.42666625976375,298.864685058592,277.0941162109361,301.3869018554703,274.5894775390641,215.74760437011867,360.25173950195455,213.56344604492037,7312.9921735382595,358.3069729519089
{30},362.3891601562507,298.6914062500006,276.96209716796903,300.37414550781216,274.7028808593743,214.89819335937432,360.7060546874998,212.72218322753935,7351.524853082454,358.87153570328996
{31},362.7201843261576,297.92788696287687,276.7579650878769,299.76812744142063,274.917694091812,213.8036804199363,360.909362792983,211.93740844725073,7395.462704091326,358.7736250733335
{32},362.8212890625082,297.580596923836,276.49914550782,299.11508178710164,275.2112121581953,212.78239440917207,361.54180908202335,211.49449157715657,7443.95582742316,358.9816025899408
{33},363.1081542968794,297.1117858886762,276.21926879883256,298.3984985351517,275.5730590820264,212.22831726073747,361.5703124999949,210.5997161865288,7465.183706502161,359.1515852084149
{34},363.31890869139727,296.5719604492101,276.06491088866284,298.1756286621186,275.8797912597742,211.24665832520373,361.64318847657074,210.48771667479627,7484.673012016814,358.9470616968146
{35},363.4353027343807,297.00000000000557,276.0000000000057,296.99999999999426,275.9999999999946,210.88659667968216,361.944183349604,209.61389160156807,7520.788483208002,7.389644451905042e-12
{36},363.18978881836915,295.7572326660251,276.00000000000813,297.40841674803863,275.9999999999921,210.25758361815622,362.6276855468658,209.47232055664992,7536.883184262566,358.9150728202252
{37},362.9999999999933,295.99999999999335,275.9999999999926,296.00000000000733,276.0000000000071,209.37538146973364,363.00000000000693,208.80860900878218,7560.996414184599,359.9999999999908
{38},362.9999999999921,295.9999999999921,275.99999999999244,296.00000000000756,276.00000000000824,209.0000000000082,363.0000000000079,208.99999999999204,7568.999999999956,359.9999999999898
{39},362.99999999999955,295.1588745117183,275.99999999999955,296.3738098144536,276.0000000000015,209.41339111328267,363.0000000000018,207.78189086913883,7583.677001953132,359.199929417028
{40},362.9999999999971,294.7267456054659,275.9999999999971,295.55996704101847,276.00000000000284,208.0000000000028,363.0000000000028,207.99999999999727,7581.472000122063,359.4512803206594
{41},362.9999999999921,294.9999999999921,275.99999999999244,295.00000000000756,276.00000000000824,208.00000000000827,363.0000000000079,207.99999999999207,7568.999999999956,359.9999999999898
{42},363.23284912108835,294.99999999999454,275.99999999999454,295.0000000000055,276.0000000000056,208.30757141113835,362.8771972656308,207.35556030272846,7588.5347021827765,359.99999999999284
{43},363.97091674804926,295.00000000000233,276.0000000000021,294.9999999999979,275.999999999998,207.68705749511525,362.57620239257636,206.6818695068378,7664.324943375803,2.8421709430404007e-12
{44},364.3099670410065,293.8988647460849,275.99999999999073,295.4384155273532,276.00000000000904,207.00000000000895,362.622955322275,206.99999999999034,7668.715019417992,359.00123587100336
{45},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{46},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{47},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{48},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{49},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{50},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{51},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{52},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{53},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{54},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{55},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{56},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{57},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{58},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{59},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{60},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{61},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{62},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
{63},364.0000000000006,293.0000000000006,276.0000000000007,292.9999999999994,275.9999999999993,204.99999999999935,363.99999999999926,205.00000000000065,7743.999999999985,7.958078640513122e-13
