Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},256.50018310544004,390.94793701175723,236.8534088135144,251.58218383791908,375.2370300293257,231.5382232665628,395.689575195275,370.56542968747203,19723.86163212295,81.97573352218859
{2},270.0148925781342,382.18945312498334,234.1025085449043,255.65110778807613,360.24386596678596,219.85122680666026,396.2549133300955,345.86004638672836,17231.496853157492,74.15572209802554
{3},282.9885253906098,372.01422119144695,232.1095428467192,260.46893310548353,343.6801147461086,209.70922851558535,394.4621276855067,321.05969238279755,15013.992286981607,65.48092039238486
{4},293.23843383789335,362.67916870115965,231.29110717772238,264.8035583496067,329.3360595703094,202.89532470704495,391.0822753906381,300.72338867187796,13414.333842357548,57.66950587793326
{5},300.60269165039205,355.5505981445189,231.3948822021356,268.40328979492034,318.83074951171716,199.21339416505288,387.75711059571614,286.48294067382966,12387.395258692224,51.545244912987414
{6},307.8070678710937,348.69665527344296,232.58410644531864,271.77508544921886,308.71282958984375,197.20907592772934,384.0037231445245,272.4999694824219,11469.42388571315,45.63964868258262
{7},314.3202819824231,341.72436523438773,234.31715393067896,275.7883300781235,300.48394775390494,195.83337402342366,380.3786926269397,261.90301513672,10750.59225829679,39.49426248339603
{8},319.2189941406258,336.77624511719245,236.38410949707657,278.46014404296767,294.87194824218625,195.61067199706338,377.57733154296426,254.09657287597736,10262.401548119022,35.14570379809379
{9},324.35446166991164,331.60043334956924,239.10090637203115,281.1921081543068,289.6562805175886,195.96351623539232,374.83038330081985,246.5030517578027,9806.787487494861,30.59477814294604
{10},328.99786376953284,327.0062866210986,242.1988067627002,283.5878295898421,285.6121520996075,196.79907226561912,372.4060058593694,240.20202636718938,9418.120316296365,26.575046033612807
{11},332.4753723144551,323.50125122070835,244.68583679199756,285.185333251951,283.0301513671854,197.35565185546335,370.84616088866704,235.74832153320503,9179.496833347024,23.578958881074243
{12},336.25305175781557,319.79498291016284,247.66436767578733,286.88665771484096,280.6472167968722,198.27629089354872,369.2225341796807,231.29434204101878,8931.423263973076,20.378684050320885
{13},339.52203369140443,316.53939819335585,250.5503540039035,288.20404052734517,278.8529357910175,199.25317382812858,367.9018554687525,227.49742126464716,8723.36517882633,17.665436343313218
{14},342.05230712890403,314.04019165038676,252.88749694823866,289.21633911133006,277.6687316894543,200.01840209961142,366.9482421875034,224.8179168701153,8575.805483112403,15.5574229013273
{15},344.73513793945966,311.4450073242294,255.34991455079282,290.1549377441335,276.6666870117122,200.7754669189347,365.99365234373846,222.10064697266333,8438.620881034869,13.39727382422842
{16},346.6612548828065,309.4927062988189,257.3539123535061,290.8442687988344,275.9005737304748,201.48020935059515,365.34414672852483,220.1031341552674,8334.992866868648,11.794566674203054
{17},348.74621582030164,307.4196777343595,259.45721435545295,291.47720336915165,275.34753417969904,202.17228698732123,364.6955261230646,218.09165954588605,8231.229944135433,10.123434037175173
{18},350.53961181639966,305.7079772949129,261.2732849121008,291.95547485352193,274.9434204101628,202.81584167481356,364.14086914063364,216.36694335936858,8149.235261151298,8.758213899909606
{19},352.0689697265684,304.0910339355546,262.95315551758733,292.43151855468034,274.61376953124557,203.2968749999941,363.7428894042896,214.95675659180253,8079.919827184385,7.453984213317426
{20},353.230712890625,302.9045104980469,264.229187011718,292.7061157226569,274.40878295898506,203.71598815918057,363.46844482422017,213.89019775390514,8027.909052029361,6.536826351286663
{21},354.46578979491346,301.71533203123977,265.5148925781147,292.99261474610205,274.26565551758716,204.13046264649543,363.11636352540165,212.78956604002997,7978.36103491392,5.6006415391454425
{22},355.5152587890603,300.6578369140599,266.72564697265403,293.20416259765807,274.13281250000176,204.40605163574435,362.91769409179915,211.83247375488094,7940.441680745425,4.79859175306899
{23},356.29125976562744,299.81668090820597,267.5874328613314,293.30639648437216,274.1257934570289,204.66516113280977,362.77471923827807,211.17198181152614,7902.913721820245,4.197611696551462
{24},357.2019042968786,299.00650024414466,268.50442504883364,293.449432373042,274.0856933593715,204.84744262694912,362.612091064449,210.4578704834021,7879.5166553182935,3.5850051184115728
{25},357.7898559570288,298.33596801757545,269.3721923828116,293.4909057617196,274.1009826660172,205.15432739257994,362.60241699218926,209.71475219726398,7849.238592701338,3.1365255541323904
{26},358.4098815917957,297.681732177733,269.96926879882665,293.5996398925795,274.1393737792982,205.29570007324358,362.49932861328335,209.30981445312315,7825.815734929252,2.6426861260764554
{27},358.94903564452267,297.2170410156157,270.563232421866,293.5255126953208,274.2433166503994,205.43653869629844,362.50082397461887,208.72355651854585,7810.644502400864,2.3916299650175006
{28},359.5296020507683,296.57113647459556,271.27450561522056,293.6664123535286,274.25305175782574,205.44549560548276,362.44552612306046,208.39311218260443,7789.915271569451,1.8850852108760705
{29},359.8006896972713,296.35589599609983,271.5726928710992,293.5715637206981,274.3735656738221,205.48115539550142,362.5025939941347,208.07029724121645,7783.67923654928,1.8075618289753947
{30},360.4165039062496,295.8837890624996,272.09625244140625,293.6032409667968,274.3906860351565,205.649597167969,362.41253662109426,207.4743652343746,7779.46194753515,1.4791256838591949
{31},360.73330688476506,295.39804077148375,272.63250732421903,293.66867065429665,274.3490295410157,205.61032104492196,362.4152832031254,207.3199920654293,7760.279458187477,1.1245401400173023
{32},360.9577636718899,295.3232727050936,272.80609130860876,293.59292602537624,274.44717407225113,205.55361938475045,362.4295349120933,207.21415710450768,7759.071844947721,1.1245258185887224
{33},361.294311523439,295.10086059570466,273.2345581054713,293.56567382812244,274.4632873535138,205.57276916503722,362.599945068357,206.96458435058827,7760.186914157915,0.9987628818229268
{34},361.6507568359647,294.6609802246372,273.68505859377655,293.6742248534897,274.648742675755,205.73016357419195,362.7542724609097,206.5288238525662,7751.411669748428,0.642688549018203
{35},361.58966064453017,294.0682983398427,273.56604003906136,293.96179199218864,274.9553527832042,205.9856414794933,363.01971435546983,206.02581787109267,7748.79477690113,0.06932640570710191
{36},361.58645629883006,294.0667724609395,273.5707092285175,293.87448120116994,275.2884826660137,205.93154907226358,363.30593872070125,206.0380706787128,7744.469368197984,0.12517601065422923
{37},361.77130126952693,294.19909667968307,273.8379516601519,293.61190795898864,275.42715454102,205.7688751220748,363.4335632324263,206.12600708007383,7738.427622045165,0.38259585891341885
{38},362.16882324219415,294.28799438477245,274.330322265632,293.42642211913386,275.31536865233755,205.6151123046812,363.3771972656191,206.2031250000057,7735.8438609941295,0.5619730643770708
{39},362.99999999999983,294.39816284179665,275.00000000000017,293.1231384277342,275.0000000000001,205.33511352539077,363.0000000000003,206.32225036621065,7738.013244628863,0.8300955265635821
{40},362.9999999999966,294.4318237304652,274.99999999999625,292.75283813476926,275.0000000000034,204.93370056152685,363.00000000000375,206.43531799316042,7735.888305664128,1.093035434027513
{41},362.9999999999996,294.2682189941402,274.9999999999996,292.5734863281254,275.00000000000045,204.67588806152386,363.00000000000034,206.40327453613241,7733.55187988282,1.1032844029429043
{42},362.99999999999665,293.5310363769497,274.9999999999966,292.7333374023471,275.00000000000335,204.56900024414412,363.00000000000335,206.03569030761392,7729.0260620117115,0.5193583269992246
{43},363.0000000000081,293.0000000000081,275.000000000007,292.999999999993,274.9999999999931,204.84916687011028,362.9999999999919,205.2853546142659,7738.081054687515,9.777068044058979e-12
{44},363.00000000001296,293.000000000013,275.00000000001194,292.999999999988,274.99999999998755,204.79939270018275,362.9999999999875,205.38699340821557,7735.799011230556,1.6257217794191092e-11
{45},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{46},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{47},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{48},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{49},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{50},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{51},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{52},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{53},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{54},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{55},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{56},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{57},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{58},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{59},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{60},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{61},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{62},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
{63},363.93118286133205,293.0000000000039,276.0000000000033,292.99999999999676,275.99999999999596,204.99999999999596,364.0376892089812,205.00000000000315,7742.630371093925,4.661160346586257e-12
