Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},372.99999999999943,314.0000000000005,373.0000000000006,354.0000000000006,333.00000000000057,353.99999999999943,332.9999999999994,313.99999999999943,1599.9999999999927,269.9999999999983
{2},372.99999999999943,314.0000000000005,373.0000000000006,354.0000000000006,333.00000000000057,353.99999999999943,332.9999999999994,313.99999999999943,1599.9999999999927,269.9999999999983
{3},372.99999999999943,314.0000000000005,373.0000000000006,354.0000000000006,333.00000000000057,353.99999999999943,332.9999999999994,313.99999999999943,1599.9999999999927,269.9999999999983
{4},382.0000000000009,338.999999999999,381.9999999999993,382.0043640136711,340.999999999999,380.565917968751,341.00000000000085,339.00000000000097,1733.6907806396703,270.0000000000021
{5},382.0000000000009,338.999999999999,381.9999999999993,382.0043640136711,340.999999999999,380.565917968751,341.00000000000085,339.00000000000097,1733.6907806396703,270.0000000000021
{6},382.99999999999915,346.2083740234383,383.00000000000074,389.40084838867267,340.5440063476572,387.2970275878898,342.18402099609284,344.42480468749903,1793.2881235349778,269.9999999999979
{7},380.8520812988283,344.49160766601545,379.6184997558592,387.5991516113279,337.68829345703114,384.59527587890636,339.4197998046876,341.74691772460943,1795.6357104950366,271.63915004578143
{8},380.8520812988283,344.49160766601545,379.6184997558592,387.5991516113279,337.68829345703114,384.59527587890636,339.4197998046876,341.74691772460943,1795.6357104950366,271.63915004578143
{9},381.3745727539066,349.96139526367153,378.9563903808591,393.7691650390622,336.5774230957027,389.6892395019535,339.4812316894533,346.2250976562502,1849.0508288406127,273.15951207096117
{10},381.3745727539066,349.96139526367153,378.9563903808591,393.7691650390622,336.5774230957027,389.6892395019535,339.4812316894533,346.2250976562502,1849.0508288406127,273.15951207096117
{11},380.96801757812403,354.0653991699227,377.6658325195321,398.69122314453233,334.8295593261729,393.35470581054597,338.6348876953117,349.3345336914053,1905.3701577298198,274.23201302009784
{12},380.96801757812403,354.0653991699227,377.6658325195321,398.69122314453233,334.8295593261729,393.35470581054597,338.6348876953117,349.3345336914053,1905.3701577298198,274.23201302009784
{13},377.48861694335983,352.7568664550778,372.77166748046847,397.27075195312466,329.7698059082027,390.7131652832034,335.1549377441409,346.61495971679733,1922.5130061851742,276.0488202456507
{14},377.48861694335983,352.7568664550778,372.77166748046847,397.27075195312466,329.7698059082027,390.7131652832034,335.1549377441409,346.61495971679733,1922.5130061851742,276.0488202456507
{15},374.76400756835903,352.0281372070316,369.0292968750002,396.60070800781284,325.86477661132835,389.05239868164034,332.3579406738277,344.8583679199213,1943.9452594178656,277.33140357029333
{16},372.57485961913994,351.64910888671926,365.33697509765676,396.21057128906324,322.21096801757886,387.22189331054636,329.8994750976558,343.0564575195306,1968.8292860426009,279.2256857722903
{17},372.57485961913994,351.64910888671926,365.33697509765676,396.21057128906324,322.21096801757886,387.22189331054636,329.8994750976558,343.0564575195306,1968.8292860426009,279.2256857722903
{18},372.57485961913994,351.64910888671926,365.33697509765676,396.21057128906324,322.21096801757886,387.22189331054636,329.8994750976558,343.0564575195306,1968.8292860426009,279.2256857722903
{19},369.86447143554756,350.1597595214839,361.44439697265585,394.7037353515619,318.30996704101506,384.92407226562545,327.13378906250045,340.7024841308601,1988.3962235990548,280.7042260596261
{20},366.85525512695193,348.0706787109383,357.27142333984443,392.5652160644543,313.99426269531364,381.77172851562426,323.9980163574212,337.78594970703017,2008.5175651083773,282.15542529412426
{21},366.85525512695193,348.0706787109383,357.27142333984443,392.5652160644543,313.99426269531364,381.77172851562426,323.9980163574212,337.78594970703017,2008.5175651083773,282.15542529412426
{22},364.37075805664125,346.2641906738277,353.5071411132809,390.60897827148386,310.3029479980462,378.4951171875004,321.5029296875002,334.41082763671926,2035.018160378575,283.76525729031755
{23},364.37075805664125,346.2641906738277,353.5071411132809,390.60897827148386,310.3029479980462,378.4951171875004,321.5029296875002,334.41082763671926,2035.018160378575,283.76525729031755
{24},361.5498962402338,343.59094238281284,349.11572265625034,387.7774047851569,305.8418884277349,374.53540039062466,318.5782775878903,330.53335571288994,2066.9583097603027,285.71672572529883
{25},361.5498962402338,343.59094238281284,349.11572265625034,387.7774047851569,305.8418884277349,374.53540039062466,318.5782775878903,330.53335571288994,2066.9583097603027,285.71672572529883
{26},359.280303955079,341.58264160156205,345.51818847656233,385.84393310546835,302.3274230957026,370.89178466796903,316.3082885742191,327.2608032226569,2096.2975758891844,287.2719802032773
{27},357.33288574218795,339.7738647460936,342.3421936035155,383.80160522460915,299.0312805175778,367.9693603515626,314.3480224609377,324.30413818359426,2129.053682359452,288.80282997067843
{28},357.33288574218795,339.7738647460936,342.3421936035155,383.80160522460915,299.0312805175778,367.9693603515626,314.3480224609377,324.30413818359426,2129.053682359452,288.80282997067843
{29},355.312774658204,337.4353942871091,339.0671081542965,381.2530822753897,295.7679138183585,364.35635375976597,312.4181823730473,320.7405700683603,2160.3118846919533,290.34255923014007
{30},355.312774658204,337.4353942871091,339.0671081542965,381.2530822753897,295.7679138183585,364.35635375976597,312.4181823730473,320.7405700683603,2160.3118846919533,290.34255923014007
{31},353.4780578613254,335.0110473632825,336.14187622070426,378.8072509765652,292.886077880862,360.78781127929574,310.49734497070204,317.4324035644505,2189.928276733466,291.5955189833246
{32},353.4780578613254,335.0110473632825,336.14187622070426,378.8072509765652,292.886077880862,360.78781127929574,310.49734497070204,317.4324035644505,2189.928276733466,291.5955189833246
{33},351.8188171386704,332.8814086914069,333.15484619140676,376.50015258789193,290.036254882814,357.3526000976557,308.82904052734324,313.97912597656114,2228.9953327155818,293.16553852452466
{34},350.52746582031153,330.6451416015629,330.2913208007815,373.97583007812574,287.3583068847667,353.5946044921871,307.54028320312466,310.3938598632803,2269.271837503613,295.03334915883437
{35},350.52746582031153,330.6451416015629,330.2913208007815,373.97583007812574,287.3583068847667,353.5946044921871,307.54028320312466,310.3938598632803,2269.271837503613,295.03334915883437
{36},349.1381530761676,328.59402465820455,328.3579101562514,371.6744995117229,284.9824218750041,350.003265380858,306.425903320311,307.19741821288636,2303.060955162611,295.7507429630095
{37},349.1381530761676,328.59402465820455,328.3579101562514,371.6744995117229,284.9824218750041,350.003265380858,306.425903320311,307.19741821288636,2303.060955162611,295.7507429630095
{38},348.046112060548,326.1904296874996,325.5743408203123,369.45968627929614,282.74209594726494,346.66970825195335,305.1952209472658,303.92340087890693,2348.5661552851598,297.444986253844
