Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},222.00000000003288,50.99999999996738,221.99999999996848,201.99999999996868,69.99999999996776,202.000000000032,70.0000000000322,51.00000000003196,22952.000000000204,270.00000000002444
{2},222.00000000003288,50.99999999996738,221.99999999996848,201.99999999996868,69.99999999996776,202.000000000032,70.0000000000322,51.00000000003196,22952.000000000204,270.00000000002444
{3},222.00000000003288,50.99999999996738,221.99999999996848,201.99999999996868,69.99999999996776,202.000000000032,70.0000000000322,51.00000000003196,22952.000000000204,270.00000000002444
{4},221.99999999989922,50.00000000000562,222.00000000010246,202.0000000000073,69.9999999999088,201.99999999999594,70.00000000008643,49.999999999991225,23104.000000000975,269.9999999999234
{5},207.9999999999262,30.2968826294635,208.00000000007017,190.46836853034372,44.31871414192038,187.25973510734835,40.72920608513459,22.356950759816613,26885.9969886105,269.9999999999485
{6},207.9999999999262,30.2968826294635,208.00000000007017,190.46836853034372,44.31871414192038,187.25973510734835,40.72920608513459,22.356950759816613,26885.9969886105,269.9999999999485
{7},208.10577392575598,25.05753898622881,206.20558166506555,186.78901672366004,40.34661483767617,180.79302978512774,37.71865463254178,12.997688293429459,27697.240694432072,270.67314037512995
{8},213.53990173336544,24.62862205508241,209.312225341824,185.51167297366152,43.891738891633466,176.66464233395482,44.206462860077785,9.737427711455096,27460.90041822939,271.50526908091797
{9},213.53990173336544,24.62862205508241,209.312225341824,185.51167297366152,43.891738891633466,176.66464233395482,44.206462860077785,9.737427711455096,27460.90041822939,271.50526908091797
{10},221.88029479975847,26.644437789955774,214.3410797119515,185.27926635746326,51.887718200729715,173.7369842528886,55.84674072261752,9.422710418657923,26603.82248888459,272.7209688139065
{11},230.9856719970648,29.669801712040652,220.26571655273764,185.67098999023813,61.10169982910567,171.45520019530892,68.64712524413775,10.356934547421048,25640.17525083061,273.93102236717226
{12},230.9856719970648,29.669801712040652,220.26571655273764,185.67098999023813,61.10169982910567,171.45520019530892,68.64712524413775,10.356934547421048,25640.17525083061,273.93102236717226
