Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},277.3643798828078,300.7109985351542,359.6712341308571,267.3464050293024,393.68063354492625,350.78659057617375,310.53964233398636,384.6638488769484,8053.109552360089,157.9339240083193
{2},276.4609374999855,278.87145996092625,364.4203186035053,267.1962890625135,376.3645935058729,355.84069824219796,287.9955139160264,367.401885986314,7946.632243765103,172.43911767752036
{3},281.72763061523295,259.7030029296857,369.9821166992178,268.4258117675789,361.33450317382903,356.9321594238293,272.9226684570326,348.09356689453017,7889.554555897681,185.64461045619677
{4},294.09759521484017,240.47375488280449,376.8545532226484,272.2732543945348,345.0071105957068,355.08645629883654,262.34020996094483,322.9654541015592,7852.756776390648,201.0193550959678
{5},308.6532592773466,228.31079101564004,382.0278015136872,278.30636596679403,331.9797973632784,351.336883544907,259.0266723632656,301.3273925781279,7834.674575045319,214.26953719785777
{6},327.6685180664063,220.3611297607421,385.6186218261726,287.46762084960943,318.5004272460937,345.03298950195324,260.786682128906,278.00146484375,7824.908327570956,229.18760703536165
{7},345.5708312988281,218.06031799316423,385.84799194335807,296.87506103515585,307.0861511230463,336.99139404297046,266.9055480957046,258.229614257813,7816.605247135667,242.9313380218943
{8},361.2120056152379,220.10540771483775,383.1459350585876,305.95266723632443,297.43331909179335,327.40240478516216,275.5852355957088,242.0518798828159,7808.224170185647,255.6675810011265
{9},372.1173095703058,224.15861511231245,378.7881774902418,312.3502807617252,290.70562744141233,318.84542846678977,283.9798583984305,230.83634948729872,7806.641938144072,265.6743517164944
{10},381.9910888671839,230.1118621826201,372.3793945312529,318.1159057617224,284.6196289062543,308.2230834960902,294.09152221679375,220.68711853026952,7800.972287732351,276.2330693018083
{11},388.33129882813336,235.96789550780764,366.00198364257324,321.4971923828042,280.6080017089765,299.14691162109835,302.7010498046927,213.85173034668858,7797.607404687602,284.6317397233359
{12},393.40875244139517,242.86320495605912,358.24417114258245,323.88595581055796,277.3438415527452,288.7938537597613,312.2514648437454,207.89822387694136,7787.290305797738,293.4612644837456
{13},396.4801635742115,249.5589599609393,350.48519897461085,324.8554992675846,275.25463867188233,278.9942932128888,320.98913574218597,203.64039611815787,7781.2954781231165,301.4187124796118
{14},397.9786682129067,255.68307495117006,342.9932250976543,324.7342529296712,274.03353881834425,269.8493347167986,328.79077148437693,200.88670349122714,7775.748093771173,308.53030484541483
{15},398.3737182617263,260.50146484374983,336.85977172851557,324.0094604492114,273.6914367675715,262.6737060546876,334.6714782714845,199.3891296386795,7771.350333621238,314.0862331247215
{16},397.7800903320609,265.5829467773462,330.400726318362,322.4334411620789,273.50338745114055,255.19889831542702,340.79470825195057,198.30418395999217,7767.153214121914,319.84441961230107
{17},396.523651123051,269.991760253907,324.49942016601636,320.614776611324,273.8096008300733,248.6864013671867,345.8630676269523,197.8315277099658,7761.194978550513,324.8981155556338
{18},395.1691894531537,273.31634521485086,319.8403320312572,318.83749389645493,274.1679077148156,243.59350585936815,349.5670166015557,197.89250183108243,7759.030264898662,328.85547580026275
{19},393.3305664062636,276.66238403320745,314.9492492675826,316.69030761717335,274.6539611816271,238.36781311034716,353.1374816894486,198.30053710938915,7756.249016042704,332.947419396491
{20},391.18829345702216,279.49029541015267,310.4364929199183,314.66226196289995,275.36660766602506,233.9075927734412,356.1271667480504,198.76918029784255,7752.818244169692,336.46415658672936
{21},389.3451538085826,281.6578674316356,307.10238647460375,312.8386230468874,275.7936096191526,230.57673645020068,358.21249389648915,199.30451965330974,7751.367425097815,339.2367455301458
{22},387.3008117676144,283.83300781251853,303.49954223634677,310.85690307613544,276.37088012691703,227.24356079099724,360.0739440917782,199.9897003174195,7750.002669895941,342.1267360092708
{23},385.1593322753921,285.5681762695321,300.35986328125097,309.0880126953107,276.8552246093741,224.25572204589793,361.71685791015574,200.74296569824318,7748.080779767333,344.4982041520458
{24},383.50769042968574,286.8786926269521,297.92599487304557,307.63116455078335,277.2007446289083,222.07029724121216,362.7171936035165,201.39511108398298,7746.322001412031,346.3695942937893
{25},381.567993164053,288.14978027343125,295.43011474608807,306.0893554687587,277.55871582032177,219.85675048828728,363.7837219238342,202.0165100097564,7746.308189104246,348.2354188766004
{26},379.8458862304792,289.23858642578864,293.2210388183674,304.6716613769417,277.8341064453013,217.97834777831252,364.521057128898,202.60275268555876,7746.543678358306,349.89817966723035
