Image,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y,area,angle_from_180
{1},222.00000000003288,50.99999999996738,221.99999999996848,201.99999999996868,69.99999999996776,202.000000000032,70.0000000000322,51.00000000003196,22952.000000000204,270.00000000002444
{2},230.9856719970648,29.669801712040652,220.26571655273764,185.67098999023813,61.10169982910567,171.45520019530892,68.64712524413775,10.356934547421048,25640.17525083061,273.93102236717226
{3},287.70773315430966,55.057289123527035,258.617218017569,193.73609924315002,119.289680480943,163.42372131348571,147.13285827637446,22.595777511607764,20452.141015027453,281.847102159429
{4},340.8821411132846,89.69110870361175,294.88095092773233,210.47711181640173,174.38082885741602,164.46458435058858,220.0391082763681,43.322174072267565,16713.850591656515,290.8492693717895
{5},376.9345703125022,125.05303955078064,318.30358886718636,230.529830932613,213.2408447265597,172.29005432128983,271.49710083007966,67.07383728027882,14483.859668533607,299.0682024005028
{6},396.6360473632128,153.17457580567594,329.8899536132929,247.26783752448267,236.18208312995225,180.7101135253788,302.69702148436323,87.29429626457953,13208.580437965,305.3504044596012
{7},409.97979736321844,181.8409729003941,335.941345214847,263.95413208014253,254.0808868408833,190.07257080077804,327.82937622069977,108.60144805901942,12143.044326276933,312.03983251593513
{8},416.03503417968494,205.35597229003892,336.7561645507811,277.0180053710972,265.4220275878933,197.53378295898452,344.5707092285157,126.60982513427537,11357.277544736531,317.8888307282923
{9},417.60269165040364,221.77395629882983,334.77520751953267,285.1713867187389,271.6025390624884,202.23025512695153,354.2423706054672,139.41526794434765,10830.437999849593,322.56900097302247
{10},416.6367797851615,236.78062438964955,330.9185180664072,291.5970764160109,276.22033691405704,205.85803222656128,361.7509460449209,151.24952697754358,10330.261126801724,327.4012635003147
{11},414.59997558598036,246.73324584962162,327.0399169921993,295.1747131347245,278.78598022456583,207.57206726072957,366.0868835449089,159.49362182621707,9978.25816806523,331.04700667918894
{12},411.24740600587074,255.86369323730878,322.35324096680097,297.5686340331917,280.72644042967653,208.57412719726162,369.59408569335557,167.0363769531355,9635.597639706459,334.8662497795197
{13},407.693847656289,262.7205810547042,317.8016052246257,298.6782226562121,282.08758544918123,208.76708984373383,371.7424011230312,172.8910522461305,9354.975283118118,338.1981813650736
